Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
5,005-000000063,249,Department of Agriculture(5),RMA-13  Emerging Information Technology Architecture (EITA),1720,ITM Phase 3 Develop. New_13A,First Half-Year.,2012-01-10T00:00:00Z,2013-03-30T00:00:00Z,445,,,,1.9,1.9,1.9,23/09/2011,15:57:23,
5,005-000000063,249,Department of Agriculture(5),RMA-13  Emerging Information Technology Architecture (EITA),1722,ITM Phase 3 Develop. New_13B,Second Half-Year.,2013-01-04T00:00:00Z,2013-09-30T00:00:00Z,268,,,,1.9,1.9,1.9,23/09/2011,15:57:23,
5,005-000000063,249,Department of Agriculture(5),RMA-13  Emerging Information Technology Architecture (EITA),1715,2012 support service maint_12A,First-Half Year.,2011-01-10T00:00:00Z,2012-03-30T00:00:00Z,444,,,,1.728,1.728,1.728,23/09/2011,15:57:23,
5,005-000000063,249,Department of Agriculture(5),RMA-13  Emerging Information Technology Architecture (EITA),1717,2012 support service maint_12B,Second Half-Year.,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,269,,,,1.728,1.728,1.728,23/09/2011,15:57:23,
5,005-000001822,213,Department of Agriculture(5),APHIS Electronic Permits System (ePermits),662,ePermits O&M FY12 Part 1,"Production Support including Analysis, Software Fixes, System Software Upgrades, Help Desk.",2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,269,2012-09-30T00:00:00Z,269,2012-09-30T00:00:00Z,1.713,1.713,1.713,31/05/2012,14:20:11,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1952,Integration/Service Oriented Architecture,Technical design of the necessary SOA technology to begin systems and applications integration efforts.,2010-01-11T00:00:00Z,2014-07-31T00:00:00Z,1661,,,,4.004,1.7125,1.7125,30/03/2012,7:07:58,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1691,Enterprise Management - ITSM: Acquisition - Phase 1,"An ITSM tool is imperative to being an efficient IT service provider. Following the ITIL fundamentals, an ITSM tool primarily serves as the Help Desk, with links into Incident and Problem Management processes.",2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,389,,,,1.622304,1.622304,1.622304,30/01/2012,11:12:21,
5,005-000001723,212,Department of Agriculture(5),AMS Infrastructure WAN and DMZ (AMSWAN),658,Refresh,Programs Areas will replace 1/3 of their computers which have an expired warranty.,2012-01-04T00:00:00Z,2012-09-30T00:00:00Z,269,,,,1.46,1.46,1.46,28/10/2011,5:50:19,
5,005-000001822,213,Department of Agriculture(5),APHIS Electronic Permits System (ePermits),661,ePermits O&M FY11 Part 1.,"Production Support including Analysis, Software Fixes, System Software Upgrades, Help Desk.",2011-01-04T00:00:00Z,2011-09-30T00:00:00Z,268,2011-09-30T00:00:00Z,268,2011-09-30T00:00:00Z,1.8205,1.8205,1.4564,31/05/2012,14:20:11,
5,005-000001822,213,Department of Agriculture(5),APHIS Electronic Permits System (ePermits),663,ePermits O&M FY12 Part 2,"Production Support including Analysis, Software Fixes, System Software Upgrades, Help Desk.",2012-01-10T00:00:00Z,2013-03-31T00:00:00Z,446,,,,1.45,1.45,1.45,31/05/2012,14:20:11,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1695,End User Devices - Thin Client: Planning,"Thin Client computing is a server-centric computing model in which the application software, data, and CPU power resides in network servers rather that on client computers. This computing model has several advantages such as improved security, lower support at the local site, and a longer useful life for the client devices.  This project shifts 6,000 users from traditional desktop PCs to thin client computing devices connected to centralized computing resources.",2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,389,,,,1.39304,1.39304,1.39304,30/01/2012,11:12:21,
5,005-000002223,242,Department of Agriculture(5),NRM - Natural Resource Manager,1111,NRM Release 6.0 (September 2012),Minor NRM Release to address FY2012 Year End Reporting.,2012-01-09T00:00:00Z,2012-09-30T00:00:00Z,264,,,,1.392,1.391,1.391,22/09/2011,14:32:49,
5,005-000000093,215,Department of Agriculture(5),ATSA - Automated Timber Sale Accounting,1768,Provision O&M Services,Provides the services required to meet the objectives of the investment.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,675,1.75,1.35,31/10/2011,10:26:32,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1693,Enterprise Management - Perimeter Security: Acquisition,Functional Description: This project will deploy Intrusion Prevention Devices at the SCA Gateway to allow ITS to control known attacks and detect ongoing security threats. The SCA Gateway is the location between the USDA backbone and the SCA Backbone.,2012-08-15T00:00:00Z,2013-01-31T00:00:00Z,169,,,,1.232951,1.232951,1.232951,30/01/2012,11:12:21,
5,005-000001234,221,Department of Agriculture(5),Consolidated General Sales Manager (CGSM) #107,1652,GSM Migration,Migration of the GSM functionality on the PowerBuilder platform to a JAVA based web application using USDA and FSA architectural standards.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,,,,1.451,1.451,1.21,1/8/2012,13:21:51,
5,005-000001742,254,Department of Agriculture(5),"FSA Architecture, SDLC and Common IT Solutions  #0109",1396,FY12 Common Solutions,Support for Common Solutions.,2011-09-22T00:00:00Z,2012-09-21T00:00:00Z,365,,,,1.22028,1.22028,1.20429,1/8/2012,13:22:16,
5,005-000001234,221,Department of Agriculture(5),Consolidated General Sales Manager (CGSM) #107,1651,GSM Operations and Maintenance,Contract and FTE maintenance and production support for the current GSM PowerBuilder and web applications and the GSM datamart.,2004-01-10T00:00:00Z,2012-09-30T00:00:00Z,3185,2012-09-30T00:00:00Z,3185,2012-09-30T00:00:00Z,1.404,1.109,1.113,31/05/2012,14:20:42,
5,005-000001659,239,Department of Agriculture(5),Animal Disease Traceability Information System (ADTIS),674,Acquisition Support FY12.,"Acquisition activities that incudes help desk, but not security.",2011-01-09T00:00:00Z,2012-09-30T00:00:00Z,629,2012-09-30T00:00:00Z,629,2012-09-30T00:00:00Z,1.017,1.017,1.017,31/05/2012,14:20:14,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1953,Data Warehouse/Financial Reporting,"Improve the process of financial reporting, including improved automation. Produce a Data Warehouse capability that fits the needs of the organization.",2010-01-07T00:00:00Z,2013-07-19T00:00:00Z,1288,,,,1.732,0.999167,0.967489,1/8/2012,13:21:20,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1948,PLAS Retirement,Retirement of the legacy system PLAS.,2010-07-14T00:00:00Z,2015-09-06T00:00:00Z,1880,,,,4.92,0.922544,0.905762,31/05/2012,16:34:50,
5,005-000001231,219,Department of Agriculture(5),Consolidated Farm Loan Program Information &amp; Delivery Systems #103,1092,Program Loan Accounting System (PLAS),"PLAS is a legacy mainframe system of record for the Farm Loan Programs designed in the late 1970s.  This system is quickly reaching the end of its useful life. The Direct Loan System (DLS) is the new project that is being designed to replace PLAS functionality by streamlining and modernizing the direct loan process. During the development of DLS, PLAS is in a Steady State maintenance only mode unless large unexpected modifications such as Stimulus or disaster relief require quick solutions.",2002-01-10T00:00:00Z,2018-09-28T00:00:00Z,6104,2012-09-28T00:00:00Z,3913,2012-09-28T00:00:00Z,46.72,1,0.891,30/04/2012,11:14:58,
5,005-000002224,252,Department of Agriculture(5),USDA Identity &amp; Access Management,1749,ePACS: PIV-A,Implementation of solution that meets USDA requirements for short-term employees to have physical and logical access.,2011-01-10T00:00:00Z,2012-07-31T00:00:00Z,567,2011-12-15T00:00:00Z,339,2011-12-15T00:00:00Z,0.9,0.891,0.891,2/7/2012,6:27:17,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1687,Data Centers - Web Farm Hardware Refresh: Planning,"This project replaces Web Farm (and other centralized) hardware based on a regular and ongoing (i.e., predetermined) lifecycle.",2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,182,,,,0.835822,0.835822,0.835822,30/01/2012,11:12:21,
5,005-000000063,249,Department of Agriculture(5),RMA-13  Emerging Information Technology Architecture (EITA),1714,ITM Phase 3 Develop. New_11,Half-Year.,2011-01-08T00:00:00Z,2011-09-30T00:00:00Z,264,,,,0.813,0.813,0.813,23/09/2011,15:57:23,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1706,Office Environment - Managed Print Services: Planning,Provide printing support services through a company that specializes in that function.,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,182,,,,0.743556,0.743556,0.743556,30/01/2012,11:12:22,
5,005-000001496,229,Department of Agriculture(5),FPA-P2 - Fire Program Analysis System - Phase 2,1740,FPA-P2 - Fire Program Analysis System - Phase 2,The purpose of the Fire Program Analysis system is to provide managers with acommon interagency process for strategic fire management planning and budgeting. It will beused to evaluate the effectiveness of alternative fire management strategies to support landmanagement goals and objectives.,2005-01-01T00:00:00Z,2020-01-10T00:00:00Z,5487,2012-03-31T00:00:00Z,2645,2012-03-31T00:00:00Z,71.42413,0.735925,0.735925,30/01/2012,11:12:16,
5,005-000000039,236,Department of Agriculture(5),Integrated Acquisition System (IAS) (OPPM),1099,eAuthentication,This project will adopt and implement a Single Sign On (SSO) user access management using Oracle Enterprise Single Sign On Suite and PRISM SSO enhancement. This will provide users with a unified sign on and authentication across all IAS enterprise resources.,2011-02-14T00:00:00Z,2011-12-30T00:00:00Z,319,2011-12-30T00:00:00Z,319,2012-05-17T00:00:00Z,0.7,0.7,0.7,30/06/2012,14:58:03,
5,005-000001659,239,Department of Agriculture(5),Animal Disease Traceability Information System (ADTIS),673,FTE Support FY12.,FTE IT application support activities.,2011-07-02T00:00:00Z,2012-09-30T00:00:00Z,456,2012-03-31T00:00:00Z,273,2012-03-31T00:00:00Z,0.7,0.7,0.7,28/02/2012,11:22:25,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1690,Enterprise Management - NOC: Planning,"The purpose of this project will be to improve current monitoring, change, and configuration management capabilities within IT enterprise systems. These systems include CCE, Web Farm 2 & 3, and the Enterprise Collaboration Systems. The deployment of these System Center Tools will provide End-to-End Service Management for the Enterprise Tier in the form of Server (Windows & Non-Windows) management and Application Management.",2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,389,,,,0.689479,0.689479,0.689479,30/01/2012,11:12:21,
5,005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1743,FMRS,Provide operations and maintenance support for the financial management reporting data marts.,2011-01-07T00:00:00Z,2011-12-31T00:00:00Z,358,2011-12-31T00:00:00Z,358,2011-12-31T00:00:00Z,0.670791,0.670791,0.663409,28/02/2012,14:16:51,
5,005-000000038,214,Department of Agriculture(5),APHIS Enterprise Infrastructure,666,VoIP Riverdale,"Installation of voice over IP phones in Riverdale, MD headquarters facility.",2011-08-15T00:00:00Z,2012-04-30T00:00:00Z,259,2012-04-30T00:00:00Z,259,2012-04-30T00:00:00Z,0.662,0.662,0.662,31/05/2012,14:20:13,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1711,Office Environment - Optimized Telephony: Planning,Deploy an optimized telephony solution suitable for use throughout the SCA Environment.,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,182,,,,0.636808,0.636808,0.636808,30/01/2012,11:12:22,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1692,Enterprise Management - Perimeter Security: Planning,This project will deploy Intrusion Prevention Devices at the SCA Gateway to allow ITS to control known attacks and detect ongoing security threats.,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,182,,,,0.627291,0.627291,0.627291,30/01/2012,11:12:21,
5,005-000000038,214,Department of Agriculture(5),APHIS Enterprise Infrastructure,667,Enterprise Security,Maintain Enterprise Security integrity.,2011-06-09T00:00:00Z,2012-12-31T00:00:00Z,571,,,,3.155,0.572,0.572,1/8/2012,13:21:08,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1703,Office Environment - Domain Controller Backup: : Acquisition,This project will deploy an enterprise disk to disk backup solution across the WAN for field offices that will still retain local servers.,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,389,,,,0.547257,0.547257,0.547257,30/01/2012,11:12:22,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1694,Enterprise Management - Network Access Control: Planning,"Currently, there are no logical access controls to prevent any unauthorized person or infected machine from connecting to the SCA network. This project addresses this security weaknesses within the ITS field service centers and large offices.",2012-08-15T00:00:00Z,2013-01-31T00:00:00Z,169,,,,0.541523,0.541523,0.541523,30/01/2012,11:12:21,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1701,Office Environment - File Service Centralization (Current Capacity): Acquisition - Phase 1,Replace the aging Service Center Agency file and print servers with a centralized storage infrastructure taking advantage of network acceleration technologies.,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,389,,,,0.540768,0.540768,0.540768,30/01/2012,11:12:22,
5,005-000002321,243,Department of Agriculture(5),Optimized Computing Environment (OCE),1686,Data Centers - Agency Availability and DR Capacity Buildout: Planning,"Building up Infrastructure such as network, storage network, backup and core systems (DNS, Active Directory, etc.) to support applications coming into the environment.",2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,182,,,,0.540347,0.540347,0.540347,30/01/2012,11:12:21,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1951,Web Portal,Enhance accessibility and customer experience with portal technologies.,2010-02-08T00:00:00Z,2014-09-30T00:00:00Z,1694,,,,2.211,0.5,0.5,31/05/2012,16:34:50,
5,005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2832,SR 20115292 Disaster Recovery Investigation,Ensure Data Center disaster recovery is operational.,2011-06-30T00:00:00Z,2012-09-30T00:00:00Z,458,2012-11-19T00:00:00Z,508,2012-11-19T00:00:00Z,0.75,0.5,0.5,1/8/2012,13:22:38,
5,005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2833,SR 20071820 Data Center Initiative Migration,Complete final tasks for migration to the Data Center.,2007-01-06T00:00:00Z,2012-04-04T00:00:00Z,1914,2012-01-04T00:00:00Z,1824,2012-01-04T00:00:00Z,0.5,0.5,0.5,31/10/2011,13:03:22,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1950,Penetration Testing,Conduct a series of web application security assessments (WASA) of seventeen RD applications: This testing will include both internal and external network based penetration testing and web application specific testing to ensure that the applications themselves are coded securely.,2011-01-04T00:00:00Z,2013-03-29T00:00:00Z,815,2011-09-23T00:00:00Z,261,2011-09-23T00:00:00Z,1.505,0.498987,0.498987,31/05/2012,16:34:50,
5,005-000001231,219,Department of Agriculture(5),Consolidated Farm Loan Program Information &amp; Delivery Systems #103,1096,Farm Business Plan (FBP),The FBP system is a Web based system that evaluates an individual Borrowers situation and identifies ways that the FLP can provide assistance. This system replaced functionality from the Legacy System 36 Management of Agriculrural Credit (MAC) system in May 2007 and is currently in Steady State.,2002-01-10T00:00:00Z,2018-09-28T00:00:00Z,6104,2012-09-28T00:00:00Z,3913,2012-09-28T00:00:00Z,23.36,0.44,0.44,30/04/2012,11:14:58,
5,005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1955,AMAS Retirement,Migration of Multi-Family Housing Servicing from AMAS to the Fiserv LoanServ Platform.,2010-08-30T00:00:00Z,2014-02-25T00:00:00Z,1275,,,,2.545,0.44,0.44,30/03/2012,7:07:58,
5,005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,1764,SR 20115337 Cloud Services,Proof of Concept for Cloud Services.,2011-01-06T00:00:00Z,2012-10-19T00:00:00Z,651,,,,0.55,0.4,0.4,1/8/2012,13:22:38,
